CustomerID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
11,0.2997,0.5487,0.5521,0.4058,0.4307,0.9269,0.0126,0.8260,0.1928,0.9230,0.0000,0.8373,0.1951,0.9703,0.0068,0.4354,0.5355,0.5120,0.3101,0.5378,0.1954,0.9183,0.2174,0.4241,0.5061,0.5000,0.3070,0.4457,0.4436,0.4783,0.3577,0.5333,0.1935,0.9474,0.0032,0.8737,0.1924,0.9677,0.0077,0.4622,0.5316,0.4940,0.3363,0.5036,0.1956,0.8603,0.0054,0.4319,0.5379,0.5118,0.2773,0.4737,0.4331,0.9459,0.0025,0.4187,0.4927,0.4682,0.3282,0.5077,0.1944,0.8887,0.0027,0.4096,0.4740,0.4583,0.2954,0.4822,0.1939,0.9310,0.0047,0.4206,0.4637,0.4761,0.3147,0.5017,0.1937,0.8945,0.0025,0.4051,0.4499,0.4856,0.3015,0.4564,0.1940,0.8882,0.0056,0.4165,0.4856,0.4764,0.3247,0.5004,0.1946,0.9155,0.0054,0.4077,0.4751,0.4515,0.2861,0.4831
12,0.6261,0.5751,0.6336,0.3500,0.6016,0.2860,0.8018,0.0033,0.7910,0.2865,0.8373,0.0000,0.7945,0.3052,0.8515,0.3273,0.6195,0.5167,0.6318,0.2757,0.7969,0.2851,0.5999,0.3335,0.6050,0.5246,0.6301,0.3179,0.6157,0.5184,0.6575,0.2733,0.7903,0.2941,0.8193,0.0027,0.7910,0.3039,0.8566,0.3025,0.6173,0.5216,0.6443,0.2810,0.7823,0.2736,0.8438,0.3249,0.6233,0.5142,0.6239,0.2911,0.6166,0.2941,0.8341,0.3375,0.6070,0.5181,0.6388,0.2785,0.7908,0.2770,0.8187,0.3488,0.6009,0.5213,0.6246,0.2913,0.7846,0.2881,0.8414,0.3403,0.5992,0.5206,0.6386,0.2830,0.7876,0.2805,0.8288,0.3534,0.5957,0.5243,0.6292,0.3036,0.7828,0.2761,0.8318,0.3391,0.6056,0.5207,0.6433,0.2820,0.7878,0.2844,0.8460,0.3495,0.6016,0.5249,0.6219,0.2886
13,0.5395,0.3152,0.5576,0.3391,0.2133,0.8939,0.1855,0.7817,0.0017,0.8926,0.1951,0.7945,0.0000,0.9478,0.2263,0.3718,0.3205,0.4662,0.5519,0.5073,0.0014,0.8868,0.4002,0.3596,0.2916,0.4566,0.5519,0.3845,0.2319,0.4236,0.6231,0.5021,0.0006,0.9214,0.1769,0.8373,0.0027,0.9468,0.2246,0.4068,0.3185,0.4447,0.5923,0.4671,0.0030,0.8200,0.2120,0.3692,0.3289,0.4643,0.5080,0.4211,0.2232,0.9199,0.1992,0.3528,0.2778,0.4123,0.5821,0.4679,0.0005,0.8521,0.1808,0.3414,0.2576,0.4007,0.5350,0.4337,0.0023,0.9015,0.2015,0.3538,0.2472,0.4232,0.5643,0.4601,0.0012,0.8608,0.1917,0.3355,0.2328,0.4375,0.5433,0.4019,0.0032,0.8510,0.1943,0.3502,0.2702,0.4251,0.5783,0.4597,0.0008,0.8840,0.2080,0.3393,0.2587,0.3926,0.5204,0.4365
14,0.7174,0.6724,0.4211,0.7085,0.7295,0.0158,0.9341,0.3251,0.9542,0.0056,0.9703,0.3052,0.9478,0.0000,0.9559,0.6804,0.6856,0.3632,0.6824,0.6029,0.9407,0.0097,0.7220,0.6889,0.6770,0.3735,0.6866,0.6662,0.7280,0.4003,0.6907,0.5962,0.9478,0.0044,0.9618,0.2957,0.9541,0.0083,0.9636,0.6468,0.6797,0.3858,0.6848,0.6178,0.9482,0.0307,0.9553,0.6774,0.6811,0.3628,0.7001,0.6265,0.7333,0.0031,0.9549,0.6926,0.6881,0.4038,0.6837,0.6088,0.9479,0.0187,0.9547,0.7057,0.6923,0.4162,0.6878,0.6315,0.9481,0.0042,0.9624,0.6952,0.6957,0.3983,0.6940,0.6187,0.9479,0.0177,0.9546,0.7096,0.7001,0.3866,0.6884,0.6505,0.9481,0.0173,0.9546,0.6940,0.6898,0.3919,0.6932,0.6169,0.9413,0.0125,0.9627,0.7064,0.6922,0.4274,0.6902,0.6273
15,0.2987,0.5784,0.5422,0.4541,0.4546,0.9295,0.0258,0.8444,0.2277,0.9185,0.0068,0.8515,0.2263,0.9559,0.0000,0.4827,0.5349,0.5378,0.2875,0.5548,0.2216,0.9168,0.2262,0.4715,0.5079,0.5256,0.2872,0.4891,0.4583,0.5128,0.3279,0.5490,0.2263,0.9408,0.0159,0.8816,0.2268,0.9601,0.0008,0.5008,0.5292,0.5244,0.3096,0.5249,0.2335,0.8694,0.0016,0.4771,0.5329,0.5381,0.2650,0.5076,0.4490,0.9382,0.0036,0.4669,0.4973,0.5027,0.3038,0.5308,0.2275,0.8932,0.0127,0.4600,0.4832,0.4946,0.2785,0.5141,0.2299,0.9256,0.0046,0.4701,0.4748,0.5090,0.2938,0.5272,0.2281,0.8970,0.0061,0.4562,0.4644,0.5142,0.2826,0.4934,0.2308,0.8923,0.0070,0.4650,0.4915,0.5069,0.3015,0.5245,0.2263,0.9157,0.0031,0.4581,0.4838,0.4895,0.2711,0.5123
16,0.7775,0.2513,0.8476,0.0074,0.6552,0.6096,0.3880,0.3139,0.3635,0.6263,0.4354,0.3273,0.3718,0.6804,0.4827,0.0000,0.8066,0.2170,0.8416,0.0525,0.3866,0.6175,0.6594,0.0009,0.7685,0.2178,0.8351,0.0013,0.6999,0.1899,0.9121,0.0530,0.3665,0.6498,0.4059,0.3613,0.3657,0.6734,0.4885,0.0049,0.8055,0.2034,0.8806,0.0357,0.3485,0.5596,0.4689,0.0005,0.8214,0.2145,0.7902,0.0104,0.6869,0.6508,0.4488,0.0017,0.7540,0.1870,0.8662,0.0317,0.3650,0.5844,0.4115,0.0043,0.7252,0.1821,0.8152,0.0139,0.3555,0.6321,0.4591,0.0016,0.7108,0.1931,0.8503,0.0265,0.3608,0.5975,0.4383,0.0060,0.6888,0.2058,0.8276,0.0056,0.3531,0.5826,0.4484,0.0021,0.7443,0.1980,0.8660,0.0285,0.3663,0.6134,0.4687,0.0046,0.7269,0.1786,0.8010,0.0175
17,0.3093,0.6369,0.2830,0.7804,0.0352,0.6711,0.5494,0.6155,0.3309,0.6592,0.5355,0.6195,0.3205,0.6856,0.5349,0.8066,0.0000,0.8491,0.2827,0.8694,0.3102,0.6576,0.2808,0.7967,0.0032,0.8429,0.2830,0.8124,0.0261,0.8286,0.3017,0.8629,0.3255,0.6716,0.5330,0.6328,0.3307,0.6792,0.5318,0.8232,0.0008,0.8410,0.2920,0.8460,0.3403,0.6297,0.5289,0.8018,0.0024,0.8479,0.2768,0.8274,0.0345,0.6702,0.5271,0.7914,0.0051,0.8198,0.2900,0.8489,0.3261,0.6448,0.5320,0.7843,0.0099,0.8136,0.2800,0.8363,0.3352,0.6651,0.5259,0.7937,0.0138,0.8272,0.2859,0.8475,0.3299,0.6428,0.5258,0.7797,0.0201,0.8337,0.2808,0.8187,0.3382,0.6458,0.5226,0.7892,0.0069,0.8256,0.2892,0.8454,0.3236,0.6561,0.5264,0.7821,0.0097,0.8102,0.2775,0.8349
18,0.8351,0.2572,0.6382,0.2334,0.7432,0.3133,0.4664,0.5145,0.4670,0.3247,0.5120,0.5167,0.4662,0.3632,0.5378,0.2170,0.8491,0.0000,0.8753,0.2402,0.4746,0.3190,0.7460,0.2211,0.8158,0.0015,0.8717,0.2137,0.7804,0.0045,0.9318,0.2386,0.4652,0.3406,0.4917,0.5416,0.4697,0.3577,0.5470,0.2119,0.8461,0.0014,0.9057,0.2333,0.4534,0.2845,0.5314,0.2174,0.8584,0.0002,0.8421,0.2102,0.7715,0.3411,0.5177,0.2224,0.8085,0.0063,0.8945,0.2245,0.4630,0.2978,0.4925,0.2281,0.7876,0.0095,0.8565,0.2162,0.4592,0.3281,0.5299,0.2219,0.7773,0.0041,0.8857,0.2235,0.4616,0.3070,0.5116,0.2301,0.7614,0.0030,0.8661,0.2157,0.4586,0.2962,0.5210,0.2228,0.8019,0.0040,0.8977,0.2255,0.4617,0.3161,0.5358,0.2284,0.7887,0.0128,0.8464,0.2190
19,0.0488,0.9374,0.2728,0.8107,0.2959,0.6831,0.3400,0.6331,0.5498,0.6621,0.3101,0.6318,0.5519,0.6824,0.2875,0.8416,0.2827,0.8753,0.0000,0.8894,0.5398,0.6633,0.0450,0.8301,0.2742,0.8668,0.0017,0.8463,0.2763,0.8585,0.0078,0.8803,0.5488,0.6743,0.3225,0.6429,0.5458,0.6820,0.2849,0.8546,0.2770,0.8692,0.0028,0.8652,0.5602,0.6410,0.2888,0.8346,0.2742,0.8745,0.0051,0.8554,0.2774,0.6719,0.2959,0.8247,0.2739,0.8475,0.0028,0.8711,0.5523,0.6544,0.3169,0.8178,0.2757,0.8417,0.0030,0.8641,0.5530,0.6683,0.2927,0.8290,0.2763,0.8547,0.0025,0.8718,0.5515,0.6502,0.3000,0.8131,0.2792,0.8582,0.0017,0.8471,0.5528,0.6553,0.2945,0.8224,0.2735,0.8504,0.0027,0.8674,0.5486,0.6635,0.2890,0.8154,0.2756,0.8390,0.0036,0.8598
20,0.8629,0.2710,0.8918,0.0761,0.7827,0.5695,0.5051,0.2715,0.5105,0.5749,0.5378,0.2757,0.5073,0.6029,0.5548,0.0525,0.8694,0.2402,0.8894,0.0000,0.5126,0.5723,0.7848,0.0583,0.8412,0.2422,0.8870,0.0421,0.8117,0.2410,0.9371,0.0006,0.5079,0.5897,0.5247,0.2910,0.5130,0.6074,0.5626,0.0266,0.8666,0.2409,0.9150,0.0031,0.5009,0.5440,0.5514,0.0496,0.8757,0.2400,0.8630,0.0188,0.8040,0.5888,0.5416,0.0635,0.8352,0.2417,0.9064,0.0035,0.5062,0.5544,0.5247,0.0759,0.8183,0.2436,0.8749,0.0137,0.5051,0.5767,0.5515,0.0661,0.8098,0.2413,0.8989,0.0052,0.5060,0.5630,0.5377,0.0819,0.7969,0.2424,0.8823,0.0264,0.5052,0.5522,0.5452,0.0656,0.8301,0.2417,0.9088,0.0050,0.5051,0.5709,0.5556,0.0769,0.8194,0.2458,0.8662,0.0115
21,0.5423,0.3254,0.5454,0.3519,0.2107,0.8947,0.1889,0.7861,0.0037,0.8889,0.1954,0.7969,0.0014,0.9407,0.2216,0.3866,0.3102,0.4746,0.5398,0.5126,0.0000,0.8845,0.3986,0.3736,0.2809,0.4642,0.5422,0.3981,0.2238,0.4345,0.6110,0.5062,0.0020,0.9175,0.1785,0.8379,0.0041,0.9431,0.2189,0.4189,0.3068,0.4546,0.5804,0.4726,0.0069,0.8209,0.2072,0.3826,0.3157,0.4730,0.5003,0.4314,0.2150,0.9154,0.1960,0.3668,0.2678,0.4224,0.5713,0.4746,0.0023,0.8519,0.1813,0.3557,0.2491,0.4112,0.5264,0.4436,0.0048,0.8978,0.1972,0.3687,0.2391,0.4331,0.5546,0.4679,0.0033,0.8596,0.1892,0.3498,0.2258,0.4458,0.5336,0.4127,0.0059,0.8506,0.1901,0.3642,0.2604,0.4336,0.5678,0.4665,0.0019,0.8826,0.2030,0.3535,0.2500,0.4035,0.5120,0.4449
22,0.6741,0.6233,0.3924,0.6396,0.6755,0.0022,0.8804,0.2968,0.8891,0.0008,0.9183,0.2851,0.8868,0.0097,0.9168,0.6175,0.6576,0.3190,0.6633,0.5723,0.8845,0.0000,0.6708,0.6240,0.6478,0.3261,0.6636,0.6072,0.6821,0.3466,0.6772,0.5673,0.8853,0.0016,0.9050,0.2816,0.8892,0.0041,0.9234,0.5942,0.6541,0.3352,0.6690,0.5806,0.8810,0.0066,0.9131,0.6155,0.6584,0.3190,0.6685,0.5802,0.6858,0.0021,0.9087,0.6266,0.6547,0.3495,0.6654,0.5721,0.8850,0.0019,0.9009,0.6365,0.6547,0.3589,0.6617,0.5852,0.8826,0.0017,0.9163,0.6282,0.6559,0.3449,0.6713,0.5785,0.8839,0.0016,0.9063,0.6393,0.6570,0.3358,0.6645,0.5976,0.8818,0.0018,0.9079,0.6276,0.6551,0.3401,0.6730,0.5778,0.8804,0.0005,0.9186,0.6370,0.6548,0.3674,0.6619,0.5830
23,0.0504,0.8083,0.2919,0.6203,0.2215,0.6837,0.2272,0.5903,0.3887,0.6759,0.2174,0.5999,0.4002,0.7220,0.2262,0.6594,0.2808,0.7460,0.0450,0.7848,0.3986,0.6708,0.0000,0.6452,0.2600,0.7374,0.0417,0.6717,0.2233,0.7068,0.0793,0.7771,0.3925,0.6970,0.2119,0.6280,0.3851,0.7116,0.2232,0.6937,0.2771,0.7281,0.0631,0.7463,0.3914,0.6198,0.2178,0.6552,0.2818,0.7436,0.0226,0.7053,0.2183,0.6961,0.2133,0.6372,0.2511,0.6942,0.0565,0.7482,0.3953,0.6462,0.2120,0.6243,0.2399,0.6831,0.0339,0.7191,0.3885,0.6852,0.2127,0.6389,0.2339,0.7062,0.0473,0.7427,0.3911,0.6477,0.2106,0.6170,0.2266,0.7194,0.0384,0.6878,0.3860,0.6471,0.2094,0.6340,0.2463,0.7063,0.0544,0.7410,0.3942,0.6683,0.2149,0.6216,0.2404,0.6758,0.0281,0.7200
24,0.7714,0.2558,0.8360,0.0033,0.6421,0.6178,0.3783,0.3187,0.3498,0.6330,0.4241,0.3335,0.3596,0.6889,0.4715,0.0009,0.7967,0.2211,0.8301,0.0583,0.3736,0.6240,0.6452,0.0000,0.7573,0.2203,0.8245,0.0023,0.6845,0.1923,0.9028,0.0582,0.3535,0.6575,0.3933,0.3677,0.3513,0.6811,0.4759,0.0076,0.7950,0.2064,0.8706,0.0388,0.3355,0.5641,0.4561,0.0004,0.8106,0.2188,0.7781,0.0139,0.6705,0.6583,0.4360,0.0002,0.7418,0.1884,0.8563,0.0359,0.3522,0.5903,0.3991,0.0015,0.7128,0.1826,0.8042,0.0171,0.3421,0.6397,0.4453,0.0004,0.6978,0.1949,0.8399,0.0303,0.3477,0.6030,0.4252,0.0026,0.6755,0.2072,0.8165,0.0069,0.3393,0.5887,0.4342,0.0003,0.7318,0.1991,0.8558,0.0318,0.3535,0.6200,0.4551,0.0017,0.7143,0.1783,0.7894,0.0201
25,0.3094,0.6249,0.2747,0.7394,0.0236,0.6637,0.5189,0.6015,0.2990,0.6484,0.5061,0.6050,0.2916,0.6770,0.5079,0.7685,0.0032,0.8158,0.2742,0.8412,0.2809,0.6478,0.2600,0.7573,0.0000,0.8094,0.2764,0.7748,0.0152,0.7922,0.3021,0.8332,0.2945,0.6639,0.4999,0.6214,0.2978,0.6748,0.5043,0.7871,0.0018,0.8068,0.2885,0.8143,0.3082,0.6159,0.4993,0.7630,0.0032,0.8141,0.2666,0.7915,0.0213,0.6615,0.4958,0.7513,0.0006,0.7821,0.2863,0.8167,0.2956,0.6329,0.4992,0.7435,0.0030,0.7752,0.2720,0.8022,0.3027,0.6545,0.4947,0.7538,0.0053,0.7909,0.2808,0.8154,0.2983,0.6314,0.4934,0.7382,0.0097,0.7987,0.2729,0.7822,0.3050,0.6334,0.4894,0.7486,0.0015,0.7891,0.2854,0.8130,0.2925,0.6464,0.4959,0.7409,0.0029,0.7717,0.2679,0.8007
26,0.8319,0.2577,0.6248,0.2299,0.7347,0.3218,0.4602,0.5208,0.4561,0.3326,0.5000,0.5246,0.4566,0.3735,0.5256,0.2178,0.8429,0.0015,0.8668,0.2422,0.4642,0.3261,0.7374,0.2203,0.8094,0.0000,0.8641,0.2150,0.7693,0.0051,0.9239,0.2404,0.4550,0.3485,0.4802,0.5497,0.4582,0.3640,0.5333,0.2140,0.8394,0.0016,0.8977,0.2331,0.4442,0.2891,0.5183,0.2174,0.8509,0.0025,0.8335,0.2132,0.7597,0.3493,0.5051,0.2214,0.8011,0.0060,0.8871,0.2266,0.4531,0.3043,0.4814,0.2262,0.7802,0.0084,0.8489,0.2181,0.4492,0.3369,0.5158,0.2213,0.7697,0.0035,0.8775,0.2252,0.4515,0.3122,0.4990,0.2279,0.7538,0.0012,0.8580,0.2162,0.4485,0.3034,0.5072,0.2216,0.7943,0.0027,0.8894,0.2266,0.4520,0.3227,0.5215,0.2263,0.7813,0.0111,0.8385,0.2201
27,0.0338,0.9267,0.2783,0.8069,0.2939,0.6801,0.3351,0.6284,0.5505,0.6639,0.3070,0.6301,0.5519,0.6866,0.2872,0.8351,0.2830,0.8717,0.0017,0.8870,0.5422,0.6636,0.0417,0.8245,0.2764,0.8641,0.0000,0.8402,0.2801,0.8539,0.0067,0.8796,0.5497,0.6755,0.3197,0.6414,0.5473,0.6823,0.2859,0.8492,0.2793,0.8649,0.0025,0.8641,0.5589,0.6394,0.2899,0.8291,0.2778,0.8710,0.0031,0.8516,0.2821,0.6737,0.2959,0.8193,0.2760,0.8443,0.0014,0.8688,0.5524,0.6532,0.3148,0.8125,0.2775,0.8384,0.0006,0.8599,0.5533,0.6698,0.2943,0.8226,0.2782,0.8512,0.0005,0.8686,0.5518,0.6498,0.3000,0.8079,0.2810,0.8558,0.0004,0.8432,0.5532,0.6544,0.2966,0.8171,0.2760,0.8482,0.0012,0.8654,0.5495,0.6629,0.2907,0.8102,0.2774,0.8354,0.0015,0.8569
